iter	Passed	Remaining
434	165079	214413
435	165480	214061
436	165906	213742
437	166291	213369
438	166696	213022
439	167101	212674
440	167482	212296
441	167874	211932
442	168251	211548
443	168564	211085
444	168955	210719
445	169333	210337
446	169756	210011
447	170143	209640
448	170561	209307
449	170970	208963
450	171372	208610
451	171770	208252
452	172122	207839
453	172476	207427
454	172879	207075
455	173262	206699
456	173667	206349
457	174078	206005
458	174454	205620
459	174820	205223
460	175256	204908
461	175613	204501
462	175923	204041
463	176301	203658
464	176687	203285
465	177072	202911
466	177431	202507
467	177821	202139
468	178225	201785
469	178613	201414
470	178937	200972
471	179261	200529
472	179608	200114
473	179986	199732
474	180387	199375
475	180794	199025
476	181192	198666
477	181602	198319
478	182010	197970
479	182377	197576
480	182764	197203
481	183171	196851
482	183526	196446
483	183931	196092
484	184293	195693
485	184608	195244
486	185002	194879
487	185349	194465
488	185737	194094
489	186144	193742
490	186539	193378
491	186902	192980
492	187307	192626
493	187647	192206
494	187989	191787
495	188369	191407
496	188776	191055
497	189134	190653
498	189535	190295
499	189933	189933
500	190263	189503
501	190659	189140
502	191020	188742
503	191361	188324
504	191737	187940
505	192143	187586
506	192524	187208
507	192936	186859
508	193326	186489
509	193675	186080
510	194042	185688
511	194434	185319
512	194850	184974
513	195230	184594
514	195587	184193
515	195989	183834
516	196367	183453
517	196760	183086
518	197131	182698
519	197535	182340
520	197920	181965
521	198324	181607
522	198620	181151
523	199024	180793
524	199427	180434
525	199778	180028
526	200132	179625
527	200524	179256
528	200931	178901
529	201327	178536
530	201628	178086
531	202049	177743
532	202349	177292
533	202731	176915
534	203139	176560
535	203539	176197
536	203928	175826
537	204213	175365
538	204629	175017
539	205039	174663
540	205435	174297
541	205848	173945
542	206217	173556
543	206633	173207
544	206998	172814
545	207414	172465
546	207742	172042
547	208151	171687
548	208561	171331
549	208931	170943
550	209272	170532
551	209651	170152
552	210050	169787
553	210439	169415
554	210836	169049
555	211166	168629
556	211567	168266
557	211985	167916
558	212371	167542
559	212756	167165
560	213132	166782
561	213498	166392
562	213855	165994
563	214261	165634
564	214672	165278
565	214980	164844
566	215354	164459
567	215772	164108
568	216145	163723
569	216553	163364
570	216935	162986
571	217313	162605
572	217665	162204
573	218043	161823
574	218462	161472
575	218839	161090
576	219205	160700
577	219600	160330
578	219966	159940
579	220333	159552
580	220699	159161
581	221040	158753
582	221389	158352
583	221790	157987
584	222162	157602
585	222499	157192
586	222909	156833
587	223262	156435
588	223655	156065
589	224065	155706
590	224459	155336
591	224809	154936
592	225215	154574
593	225592	154192
594	225976	153816
595	226352	153433
596	226691	153026
597	227094	152662
598	227443	152262
599	227860	151906
600	228276	151551
601	228671	151181
602	229064	150810
603	229442	150428
604	229814	150044
605	230186	149659
606	230580	149288
607	230965	148911
608	231319	148515
609	231701	148137
610	232067	147748
611	232477	147387
612	232861	147010
613	233261	146643
614	233610	146243
615	234023	145884
616	234398	145501
617	234801	145136
618	235148	144735
619	235561	144376
620	235939	143995
621	236272	143586
622	236646	143203
623	237062	142845
624	237433	142460
625	237843	142098
626	238235	141725
627	238606	141340
628	238972	140952
629	239361	140577
630	239824	140245
631	240174	139848
632	240563	139473
633	240931	139086
634	241334	138719
635	241744	138356
636	242142	137987
637	242512	137600
638	242931	137242
639	243311	136862
640	243709	136492
641	244098	136117
642	244477	135736
643	244834	135343
644	245160	134933
645	245531	134548
646	245913	134169
647	246295	133790
648	246667	133405
649	247031	133016
650	247441	132653
651	247797	132260
652	248213	131899
653	248617	131531
654	248973	131138
655	249354	130758
656	249711	130366
657	250119	130001
658	250522	129632
659	250896	129249
660	251270	128866
661	251626	128474
662	251991	128086
663	252342	127691
664	252759	127329
665	253135	126947
666	253546	126583
667	253966	126222
668	254346	125842
669	254723	125460
670	255090	125074
671	255425	124672
672	255804	124291
673	256204	123920
674	256607	123551
675	257015	123185
676	257349	122782
677	257738	122406
678	258132	122033
679	258532	121662
680	258934	121292
681	259337	120922
682	259646	120509
683	260063	120146
684	260484	119784
685	260893	119417
686	261267	119034
687	261651	118656
688	261984	118254
689	262303	117846
690	262662	117457
691	263032	117072
692	263454	116710
693	263887	116353
694	264199	115943
695	264584	115565
696	264961	115184
697	265379	114820
698	265758	114439
699	266192	114082
700	266614	113719
701	267043	113360
702	267432	112983
703	267839	112614
704	268247	112245
705	268658	111877
706	269054	111503
707	269411	111113
708	269792	110732
709	270166	110349
710	270503	109951
711	270886	109572
712	271259	109188
713	271644	108810
714	272017	108426
715	272419	108054
716	272789	107669
717	273168	107289
718	273560	106912
719	273920	106524
720	274333	106156
721	274671	105759
722	275032	105372
723	275388	104982
724	275769	104602
725	276176	104232
726	276552	103849
727	276922	103465
728	277284	103078
729	277648	102691
730	278050	102319
731	278433	101940
732	278837	101568
733	279213	101186
734	279604	100809
735	279935	100411
736	280307	100028
737	280685	99647
738	281063	99266
739	281440	98884
740	281792	98494
741	282203	98124
742	282610	97753
743	283028	97386
744	283403	97004
745	283816	96634
746	284225	96263
747	284582	95875
748	284983	95501
749	285387	95129
750	285735	94737
751	286158	94371
752	286555	93996
753	286965	93625
754	287338	93242
755	287741	92869
756	288153	92498
757	288542	92120
758	288929	91741
759	289279	91351
760	289654	90968
761	290016	90582
762	290413	90207
763	290810	89831
764	291232	89463
765	291597	89078
766	291984	88699
767	292399	88329
768	292773	87946
769	293186	87575
770	293574	87196
771	293958	86816
772	294363	86443
773	294739	86060
774	295147	85687
775	295537	85309
776	295936	84934
777	296294	84546
778	296670	84164
779	297068	83788
780	297440	83405
781	297816	83023
782	298201	82643
783	298539	82250
784	298959	81880
785	299366	81506
786	299738	81123
787	300080	80732
788	300467	80353
789	300822	79965
790	301245	79595
791	301643	79219
792	302046	78844
793	302409	78458
794	302788	78077
795	303208	77706
796	303577	77322
797	303941	76937
798	304286	76547
799	304682	76170
800	305080	75793
801	305479	75417
802	305885	75042
803	306277	74664
804	306631	74277
805	306962	73884
806	307309	73495
807	307678	73111
808	308076	72734
809	308469	72357
810	308875	71982
811	309287	71608
812	309673	71228
813	310073	70852
814	310463	70473
815	310829	70088
816	311235	69713
817	311564	69321
818	311998	68951
819	312367	68568
820	312760	68190
821	313176	67816
822	313530	67430
823	313881	67042
824	314270	66663
825	314641	66280
826	315047	65904
827	315439	65526
828	315769	65134
829	316177	64759
830	316559	64378
831	316906	63990
832	317272	63606
833	317677	63230
834	318082	62854
835	318469	62474
836	318877	62099
837	319275	61721
838	319677	61344
839	320084	60968
840	320484	60590
841	320825	60202
842	321168	59814
843	321562	59435
844	321948	59055
845	322327	58674
846	322735	58298
847	323116	57917
848	323420	57522
849	323796	57140
850	324208	56765
851	324628	56390
852	325000	56008
853	325411	55632
854	325803	55253
855	326212	54876
856	326607	54498
857	326987	54116
858	327387	53738
859	327785	53360
860	328158	52978
861	328491	52589
862	328890	52210
863	329303	51834
864	329685	51453
865	330095	51077
866	330471	50695
867	330843	50312
868	331252	49935
869	331667	49559
870	331992	49169
871	332363	48787
872	332781	48411
873	333127	48025
874	333397	47628
875	333772	47246
876	334062	46852
877	334369	46461
878	334716	46075
879	335090	45694
880	335488	45315
881	335836	44930
882	336225	44550
883	336516	44158
884	336908	43779
885	337317	43402
886	337714	43023
887	338135	42647
888	338492	42263
889	338908	41887
890	339284	41506
891	339685	41127
892	340084	40749
893	340479	40370
894	340890	39992
895	341290	39614
896	341700	39236
897	342030	38849
898	342445	38472
899	342820	38091
900	343195	37709
901	343604	37331
902	344010	36953
903	344365	36569
904	344750	36189
905	345077	35802
906	345482	35424
907	345891	35046
908	346292	34667
909	346611	34280
910	346990	33899
911	347384	33519
912	347801	33142
913	348146	32757
914	348527	32376
915	348909	31996
916	349280	31614
917	349620	31229
918	350019	30850
919	350425	30471
920	350779	30088
921	351109	29703
922	351495	29323
923	351878	28942
924	352252	28561
925	352651	28181
926	353048	27802
927	353435	27421
928	353804	27039
929	354140	26655
930	354548	26276
931	354913	25894
932	355312	25515
933	355690	25134
934	356098	24755
935	356466	24373
936	356838	23992
937	357226	23611
938	357572	23228
939	357930	22846
940	358305	22465
941	358700	22085
942	359112	21706
943	359514	21327
944	359876	20945
945	360300	20566
946	360719	20188
947	361107	19807
948	361421	19423
949	361816	19042
950	362148	18659
951	362558	18280
952	362933	17899
953	363292	17517
954	363647	17135
955	364058	16755
956	364438	16374
957	364821	15994
958	365225	15614
959	365621	15234
960	366041	14854
961	366414	14473
962	366811	14093
963	367179	13712
964	367486	13328
965	367904	12949
966	368294	12568
967	368614	12185
968	368976	11804
969	369344	11423
970	369690	11041
971	370088	10660
972	370382	10277
973	370775	9897
974	371163	9517
975	371500	9135
976	371904	8755
977	372269	8374
978	372672	7993
979	373035	7612
980	373419	7232
981	373825	6852
982	374207	6471
983	374558	6090
984	374936	5709
985	375262	5328
986	375626	4947
987	375997	4566
988	376412	4186
989	376788	3805
990	377166	3425
991	377546	3044
992	377917	2664
993	378330	2283
994	378703	1903
995	379105	1522
996	379490	1141
997	379827	761
998	380228	380
999	380592	0
