iter	Accuracy	MultiClass
198	0.8190656566	0.4516996405
199	0.8193813131	0.4513204107
200	0.8195075758	0.4511080754
201	0.8199074074	0.4506742423
202	0.8201178451	0.4501572471
203	0.8201388889	0.449879742
204	0.8204124579	0.4493315584
205	0.8204335017	0.448875614
206	0.8207070707	0.4482579138
207	0.8208964646	0.4481156496
208	0.8210016835	0.447838544
209	0.8211910774	0.4472705387
210	0.8215488215	0.4468027046
211	0.8216961279	0.4463496485
212	0.821969697	0.4456206933
213	0.8222643098	0.4450139397
214	0.8223274411	0.4446915129
215	0.822516835	0.4443400899
216	0.8226851852	0.443705111
217	0.8228324916	0.4433105531
218	0.8233796296	0.4427584494
219	0.8234217172	0.4426379639
220	0.8234427609	0.442317876
221	0.8236952862	0.4421770981
222	0.8240109428	0.4419245166
223	0.8240951178	0.4416739848
224	0.8241582492	0.4413472388
225	0.8242424242	0.4411624129
226	0.8242845118	0.4408914924
227	0.8244107744	0.44080447
228	0.8243686869	0.4407070282
229	0.8245580808	0.440355727
230	0.8248526936	0.4397579171
231	0.8251893939	0.4391567243
232	0.8252525253	0.4389748021
233	0.8252314815	0.4388823845
234	0.825547138	0.4385550201
235	0.8256102694	0.4383628514
236	0.8259048822	0.4379333543
237	0.8265361953	0.4370307307
238	0.8269149832	0.4365733561
239	0.827293771	0.4361686871
240	0.8273779461	0.4357780997
241	0.8275462963	0.4352379713
242	0.8276515152	0.4348982518
243	0.8275673401	0.4346780174
244	0.8276304714	0.4344346068
245	0.8276725589	0.434331022
246	0.8276725589	0.4341296201
247	0.8276304714	0.4340396096
248	0.8276515152	0.4337886993
249	0.8277356902	0.433565032
250	0.8277988215	0.4333247808
251	0.8281986532	0.4328429031
252	0.8283880471	0.432531367
253	0.8285353535	0.4321551741
254	0.8286616162	0.4318023862
255	0.8287247475	0.4316412887
256	0.8288720539	0.4313469335
257	0.8291456229	0.4309985353
258	0.8293981481	0.4304861172
259	0.829503367	0.4303000551
260	0.8295244108	0.4300368729
261	0.8295454545	0.4299785185
262	0.8297138047	0.429737203
263	0.8296717172	0.4295256015
264	0.829776936	0.4293570434
265	0.8298611111	0.4291454725
266	0.8298611111	0.4288093827
267	0.8301557239	0.4285677989
268	0.8300925926	0.4283684112
269	0.8301346801	0.4282188852
270	0.830239899	0.4280064554
271	0.8302609428	0.4277044801
272	0.8306186869	0.4271155131
273	0.8308080808	0.4268389462
274	0.8307659933	0.4266012482
275	0.8308501684	0.4265090263
276	0.8311237374	0.4259815315
277	0.8311237374	0.4258446375
278	0.8311658249	0.4256290367
279	0.8314393939	0.4252469062
280	0.8319444444	0.4247612619
281	0.8320917508	0.4244765678
282	0.8321338384	0.4242505761
283	0.8321759259	0.4238872178
284	0.8323021886	0.4234176187
285	0.8326599327	0.4229247437
286	0.8328072391	0.4225947303
287	0.8329335017	0.4222486631
288	0.8330808081	0.4220488423
289	0.8331439394	0.4217472571
290	0.8331439394	0.4215487009
291	0.8333754209	0.4212760089
292	0.8334806397	0.4208439519
293	0.8334806397	0.4206182739
294	0.833733165	0.4203609391
295	0.833733165	0.4201129806
296	0.8338173401	0.4200065358
297	0.8337962963	0.4198343472
298	0.8337542088	0.4196764107
299	0.8340909091	0.4192071563
300	0.834280303	0.4188798492
301	0.8343855219	0.4187692394
302	0.834469697	0.4183432132
303	0.8345538721	0.4180245125
304	0.8347643098	0.4177767623
305	0.8347643098	0.4175221809
306	0.8349326599	0.417377533
307	0.8351220539	0.4172139694
308	0.835290404	0.4166804411
309	0.835479798	0.4163450183
310	0.8355008418	0.4161764895
311	0.8355850168	0.4159215958
312	0.8355850168	0.4158361497
313	0.8358164983	0.4155351809
314	0.8360900673	0.4151439134
315	0.8362373737	0.4147291289
316	0.8363005051	0.4145147807
317	0.8361952862	0.4142138353
318	0.8363425926	0.4139747231
319	0.8363215488	0.4138760652
320	0.8367213805	0.4133058098
321	0.8369739057	0.4130035036
322	0.8369318182	0.4129476018
323	0.8369318182	0.4128072366
324	0.8369107744	0.412587242
325	0.8369739057	0.412346518
326	0.8371422559	0.4120726406
327	0.8373106061	0.4118552327
328	0.8373947811	0.4112774697
329	0.8376052189	0.4110527463
330	0.8377104377	0.4107605482
331	0.8377314815	0.4105968827
332	0.8378367003	0.4104722179
333	0.8378998316	0.4102645394
334	0.8380050505	0.4099103714
335	0.8380681818	0.4096183767
336	0.8381734007	0.4095724154
337	0.8385521886	0.4091755944
338	0.8387626263	0.4090652814
339	0.8388047138	0.408795378
340	0.8390782828	0.4085676976
341	0.8392255892	0.4082798846
342	0.8393939394	0.4080175192
343	0.8395412458	0.4077634376
344	0.8398779461	0.4075399324
345	0.8397727273	0.4073540721
346	0.8400462963	0.4069938516
347	0.8402146465	0.4067540005
348	0.8403829966	0.4065130443
349	0.8403619529	0.4063969208
350	0.8404461279	0.4062535612
351	0.8408249158	0.4059720599
352	0.8408880471	0.4056305577
353	0.8408880471	0.4053092038
354	0.8409511785	0.40515549
355	0.8412037037	0.4047133999
356	0.8411826599	0.4045185851
357	0.8412037037	0.4043242912
358	0.8414351852	0.4040415785
359	0.8416456229	0.4039114626
360	0.8418350168	0.4036475394
361	0.8417929293	0.4033910572
362	0.8417718855	0.4032108061
363	0.8421085859	0.4028875286
364	0.8421506734	0.4027428627
365	0.8421717172	0.4025659663
366	0.8424452862	0.4022514965
367	0.8428451178	0.4019743055
368	0.8430555556	0.4017750757
369	0.8431397306	0.4015254025
370	0.8432659933	0.4014748991
371	0.8434132997	0.4011537275
372	0.8435816498	0.400837375
373	0.84375	0.4006245209
374	0.8438341751	0.4005045592
375	0.8440025253	0.400237469
376	0.8444444444	0.3998962662
377	0.844297138	0.3995369964
378	0.8441498316	0.3994116211
379	0.8445286195	0.3989979671
380	0.8445917508	0.3987977995
381	0.8447390572	0.3985832443
382	0.8451809764	0.3979943454
383	0.8451388889	0.3978689822
384	0.8452020202	0.3977138982
385	0.8452861953	0.3973601914
386	0.8454755892	0.3970015374
387	0.8455808081	0.3967691678
388	0.8455176768	0.3966856771
389	0.8457281145	0.3963711906
390	0.8456439394	0.3962781989
391	0.8460227273	0.3955104457
392	0.8463383838	0.3951634396
393	0.8466329966	0.3947636532
394	0.8466119529	0.394409825
395	0.846780303	0.3940069364
396	0.8468223906	0.3935376347
397	0.8469065657	0.3933474328
398	0.8470538721	0.3930222114
399	0.8472011785	0.39286139
400	0.8471801347	0.3927524881
401	0.8472643098	0.3925873855
402	0.8473905724	0.3924763842
403	0.8474747475	0.3923148104
404	0.8476010101	0.3921385067
405	0.8475378788	0.3920035353
406	0.8476641414	0.391725737
407	0.8478324916	0.3915229442
408	0.8477483165	0.391252633
409	0.8478324916	0.3911925517
410	0.8479166667	0.390889429
411	0.8480429293	0.3907014064
412	0.8481902357	0.3904767931
413	0.8480850168	0.3903427133
414	0.8480218855	0.3901460034
415	0.8483585859	0.3897417393
416	0.8486531987	0.3893732322
417	0.84871633	0.3892751098
418	0.8488215488	0.3891254449
419	0.8491372054	0.3885445314
420	0.8490319865	0.3884463486
421	0.8492424242	0.3879793994
422	0.8493055556	0.3877286025
423	0.8493897306	0.3876412679
424	0.849537037	0.3874231463
425	0.8497685185	0.3872946523
426	0.8498316498	0.3871529147
427	0.8497895623	0.3870677682
428	0.8501473064	0.386554129
429	0.8503156566	0.3862918381
430	0.850462963	0.3861699759
431	0.8505050505	0.3860753953
432	0.8505260943	0.3858100228
433	0.8507575758	0.3856113844
434	0.8507575758	0.3855016379
435	0.8513888889	0.3849366743
436	0.8514941077	0.3847134401
437	0.8516835017	0.3844955253
438	0.8516835017	0.3842573231
439	0.8518097643	0.3839824908
440	0.8517255892	0.383822262
441	0.8519781145	0.3836246275
442	0.8521254209	0.3835525566
443	0.8520622896	0.3831917856
444	0.8523569024	0.3830063004
445	0.8524200337	0.3827802778
446	0.852483165	0.3825245573
447	0.8526936027	0.3822012026
448	0.8527988215	0.3819522109
449	0.8528619529	0.3818507027
450	0.8528409091	0.3817530112
451	0.8530092593	0.3815841198
452	0.8531565657	0.3812990488
453	0.8531986532	0.3811949379
454	0.8533880471	0.3808350981
455	0.8535563973	0.3806664476
456	0.8534511785	0.3805919649
457	0.8534090909	0.3804814306
458	0.8535353535	0.3802851691
459	0.8537457912	0.3798211957
460	0.8539141414	0.3795174388
461	0.8540193603	0.3792138008
462	0.854040404	0.3791491563
463	0.8541245791	0.3790211023
464	0.8540824916	0.3788635486
465	0.8543350168	0.3785262878
466	0.8546296296	0.3782555782
467	0.8546085859	0.3778762484
468	0.8547979798	0.3775902993
469	0.8547979798	0.3773484973
470	0.8546927609	0.3773017086
471	0.8551767677	0.3770145743
472	0.8552819865	0.3768416374
473	0.8552188552	0.3766525428
474	0.8552188552	0.3765002898
475	0.8553030303	0.3762780401
476	0.8553240741	0.3760870756
477	0.8556186869	0.3758501008
478	0.8559553872	0.3752459318
479	0.8564393939	0.374922786
480	0.8563131313	0.3748084166
481	0.8563131313	0.3746459215
482	0.8564393939	0.3745491314
483	0.8563131313	0.3743336999
484	0.8564604377	0.3741637686
485	0.8564814815	0.37403966
486	0.8566287879	0.3737644458
487	0.8569234007	0.3735118108
488	0.8570917508	0.373119684
489	0.8572811448	0.3729893097
490	0.8572390572	0.372837221
491	0.8572180135	0.3726512427
492	0.8572811448	0.3724457419
493	0.85753367	0.372236057
494	0.8576599327	0.3719142622
495	0.8578703704	0.3717194878
496	0.8580597643	0.3714105044
497	0.8581228956	0.3713048357
498	0.8581018519	0.3710797359
499	0.8581649832	0.3710470419
500	0.8585858586	0.3707735098
501	0.8586489899	0.3707060333
502	0.8586910774	0.3705978386
503	0.8586489899	0.3705604754
504	0.8588173401	0.3702658934
505	0.8588383838	0.370048718
506	0.8589646465	0.369982761
507	0.8590488215	0.3695925885
508	0.8592592593	0.3694185031
509	0.8592592593	0.3692896169
510	0.8595117845	0.3689810747
511	0.859469697	0.3689177646
512	0.8595328283	0.3687647994
513	0.8597643098	0.368492134
514	0.8599116162	0.3682298399
515	0.8599537037	0.3679200486
516	0.8601010101	0.3677179137
517	0.8603324916	0.3674014222
518	0.8603324916	0.3671964466
519	0.8604587542	0.3670951383
520	0.8604587542	0.3670198169
521	0.860479798	0.3666208847
522	0.8606902357	0.3665349543
523	0.8606691919	0.3664629486
524	0.8607112795	0.3663904615
525	0.8607954545	0.3662486881
526	0.8609006734	0.3659885951
527	0.8611111111	0.3658474921
528	0.8610479798	0.3655801455
529	0.8614057239	0.3652098985
530	0.8618265993	0.3646448617
531	0.8617213805	0.3644887399
532	0.8618897306	0.3644212451
533	0.862037037	0.3642093141
534	0.8620791246	0.36412818
535	0.8619318182	0.36390229
536	0.8620159933	0.3637833135
537	0.8623316498	0.3633504862
538	0.8624579125	0.3632161816
539	0.8625841751	0.3628762328
540	0.8626893939	0.3627381416
541	0.8627525253	0.3624850498
542	0.8628367003	0.3623421101
543	0.8631734007	0.3621521555
544	0.8631313131	0.362102496
545	0.8630892256	0.3620098582
546	0.8632786195	0.3617146625
547	0.8634469697	0.36149391
548	0.8636574074	0.3611341992
549	0.8638047138	0.3607266863
550	0.8638888889	0.3605961147
551	0.8643308081	0.3601973619
552	0.8644360269	0.3599349691
553	0.8645622896	0.3597509395
554	0.8647306397	0.3596165263
555	0.8650252525	0.3592284733
556	0.8651304714	0.3591076778
557	0.8650252525	0.3590684269
558	0.8653198653	0.3588086647
559	0.8654671717	0.358547546
560	0.865530303	0.3581886281
561	0.8656144781	0.3580158679
562	0.8656144781	0.3578565929
563	0.8656565657	0.3576013089
564	0.8658038721	0.3574595356
565	0.8660774411	0.3572162096
566	0.8661616162	0.3570236249
567	0.8661616162	0.3565899069
568	0.8663930976	0.3563933182
569	0.8664141414	0.3563160881
570	0.866456229	0.3562573508
571	0.8665824916	0.3560723676
572	0.8665824916	0.3559610187
573	0.8670244108	0.3556861307
574	0.8669823232	0.355566783
575	0.8670664983	0.3551934149
576	0.8670454545	0.355100503
577	0.8669612795	0.3550118755
578	0.867003367	0.3548064928
579	0.8671927609	0.3545614892
580	0.8671506734	0.3544061254
581	0.867276936	0.35435634
582	0.8673821549	0.3542429011
583	0.867276936	0.3541357988
584	0.8676136364	0.3536304283
585	0.8675505051	0.3535159256
586	0.8675925926	0.3533471313
587	0.8678240741	0.3528857907
588	0.8679082492	0.3527207308
589	0.8680765993	0.3524145007
590	0.8680765993	0.3522392551
591	0.8679924242	0.3521604113
592	0.868287037	0.3518640384
593	0.868202862	0.3517130039
594	0.8684553872	0.3515291364
595	0.8684974747	0.3514217591
596	0.8684974747	0.3512052051
597	0.8685395623	0.3511362743
598	0.86875	0.3508841341
599	0.8687079125	0.3507509635
600	0.8686658249	0.3505439843
601	0.8689814815	0.3503468178
602	0.8691287879	0.350073022
603	0.8691498316	0.3499968091
604	0.8693813131	0.3497335679
605	0.8695496633	0.3496017356
606	0.869486532	0.349469052
607	0.8697180135	0.3493034038
608	0.8696548822	0.3492170632
609	0.869760101	0.3490669893
610	0.8699074074	0.3489236923
611	0.8701388889	0.3485976859
612	0.8700757576	0.3485059483
613	0.8702861953	0.34836468
614	0.8707281145	0.3479437165
615	0.870959596	0.3476628562
616	0.870770202	0.3474145566
617	0.870959596	0.3471821677
618	0.8711910774	0.3471308568
619	0.8713383838	0.346979656
620	0.8714436027	0.3468169831
621	0.8715698653	0.3465162863
622	0.8716119529	0.3465018865
623	0.8715277778	0.3463206933
624	0.8718013468	0.3461656659
625	0.8719065657	0.3458306409
626	0.8720117845	0.345631681
627	0.8719276094	0.3453558098
628	0.8723484848	0.3450769202
629	0.8723905724	0.344853475
630	0.8726641414	0.3445067977
631	0.8726220539	0.3444373065
632	0.8730429293	0.3441852065
633	0.8730639731	0.34412819
634	0.8730639731	0.3439644187
635	0.8731902357	0.3437784791
636	0.8733796296	0.3435779318
637	0.8734006734	0.3434293517
638	0.8733796296	0.3433631618
639	0.8734848485	0.3432454628
640	0.8734638047	0.3431251274
641	0.8737373737	0.342637637
642	0.8738636364	0.3424624007
643	0.8739688552	0.3422867416
644	0.8741161616	0.3421111814
645	0.8743265993	0.3417914167
646	0.874452862	0.3415006885
647	0.8744739057	0.3414473014
648	0.8746001684	0.3413283403
649	0.8747053872	0.341037404
650	0.8746212121	0.340885692
651	0.8748737374	0.3406243159
652	0.8750210438	0.3404195114
653	0.8749579125	0.3403456963
654	0.8750420875	0.3402012442
655	0.8750631313	0.3400675046
656	0.8752104377	0.3398960593
657	0.875462963	0.3394942375
658	0.8755892256	0.3391127546
659	0.8755260943	0.3389888091
660	0.8758627946	0.3386275932
661	0.8760521886	0.338373882
662	0.8761153199	0.3381855219
663	0.876473064	0.3378479807
664	0.8764941077	0.3377397184
665	0.8767255892	0.3374768966
666	0.8767887205	0.3373950753
667	0.8768518519	0.3372526246
668	0.8768939394	0.3371228525
669	0.8770833333	0.336673231
670	0.8772306397	0.3364662264
671	0.8774200337	0.3361779652
672	0.8774200337	0.3360402146
673	0.8774621212	0.3358695402
674	0.8773148148	0.3357166462
675	0.8774621212	0.3354832214
676	0.8773989899	0.3354300688
677	0.8776725589	0.3352045874
678	0.8779040404	0.3349174607
679	0.878030303	0.3347583088
680	0.8781355219	0.3343771027
681	0.8782407407	0.3342003604
682	0.8784090909	0.3339607462
683	0.8784301347	0.3338586801
684	0.8785563973	0.3337527845
685	0.8785774411	0.3336472003
686	0.8786405724	0.333561967
687	0.8787247475	0.3333656819
688	0.8788089226	0.3331587274
689	0.8791245791	0.3330295817
690	0.879229798	0.3329839423
691	0.8790614478	0.3327853105
692	0.8790614478	0.3327447442
693	0.8791245791	0.3326429686
694	0.8793771044	0.3324307615
695	0.8793771044	0.3322812585
696	0.8796085859	0.332110927
697	0.8797348485	0.3319707261
698	0.879776936	0.3317097257
699	0.8798821549	0.3316491482
700	0.8798821549	0.3314193704
701	0.8799242424	0.3313136804
702	0.8803240741	0.3308362402
703	0.8806607744	0.3305826744
704	0.8807659933	0.330237744
705	0.8808291246	0.3300960485
706	0.8810606061	0.3297706626
707	0.88125	0.3294917151
708	0.8813973064	0.329296045
709	0.8816287879	0.329164958
710	0.8815656566	0.3291087348
711	0.8816498316	0.3290001288
712	0.8817340067	0.3289158193
713	0.881712963	0.3287468108
714	0.8820075758	0.3285946276
715	0.8821969697	0.3282554594
716	0.8821969697	0.3279205359
717	0.8823442761	0.327881754
718	0.88253367	0.327622185
719	0.8827861953	0.3274372296
720	0.882723064	0.3273465803
721	0.882723064	0.3272622951
722	0.8828282828	0.3271241298
723	0.8828703704	0.3270267923
724	0.8829755892	0.3268865364
725	0.8830808081	0.3265708659
726	0.8831860269	0.326410688
727	0.8832491582	0.3263144025
728	0.8834385522	0.3261546353
729	0.8833333333	0.3259335306
730	0.883543771	0.3258265294
731	0.8836279461	0.325399541
732	0.8837121212	0.3252987109
733	0.8840488215	0.3251018669
734	0.8841119529	0.3250115858
735	0.8841119529	0.3248077095
736	0.8841750842	0.3246069354
737	0.8841119529	0.3243979836
738	0.884280303	0.3240611918
739	0.8845117845	0.3238276952
740	0.8847643098	0.3235444857
741	0.8850378788	0.3233135799
742	0.8851851852	0.3229891392
743	0.885206229	0.322836756
744	0.8852693603	0.3227387698
745	0.8853956229	0.3224573258
746	0.8854587542	0.3222598428
747	0.8855008418	0.3220944316
748	0.8855639731	0.3219504512
749	0.8856271044	0.3216968224
750	0.8859427609	0.3215546873
751	0.8859638047	0.3214328724
752	0.8861321549	0.321188315
753	0.8860479798	0.321050217
754	0.8860479798	0.3209147509
755	0.8860900673	0.3208806566
756	0.8863425926	0.320660489
757	0.8863425926	0.3205541614
758	0.8864688552	0.3202453004
759	0.8865109428	0.3201441346
760	0.8865530303	0.3199458751
761	0.8867003367	0.3197924271
762	0.8867845118	0.3196450247
763	0.8868265993	0.3195791496
764	0.8870791246	0.3194185477
765	0.887037037	0.3192267133
766	0.8875210438	0.3188530314
767	0.887773569	0.3185490977
768	0.8877946128	0.3182120882
769	0.8877104377	0.3180488174
770	0.8879208754	0.3178820049
771	0.8879419192	0.3178499734
772	0.8881313131	0.3176495093
773	0.8881313131	0.3175050289
774	0.8881944444	0.3173408632
775	0.8881523569	0.3171184358
776	0.8885732323	0.3167708056
777	0.8886574074	0.3166719406
778	0.8888468013	0.3165396523
779	0.8888678451	0.3164101222
780	0.888973064	0.3162490823
781	0.8892255892	0.3160777947
782	0.8894781145	0.3157629486
783	0.8894360269	0.3156128246
784	0.8895833333	0.3155031925
785	0.889793771	0.3153643177
786	0.8898358586	0.3152042059
787	0.8897516835	0.3151394155
788	0.8897727273	0.3150663505
789	0.8900252525	0.3148989599
790	0.8901515152	0.3147261309
791	0.8902146465	0.3146236052
792	0.8901515152	0.3145310228
793	0.8902988215	0.3143666508
794	0.8905934343	0.3141311005
795	0.8905723906	0.3140364116
796	0.8907828283	0.3139147907
797	0.8908670034	0.3138288708
798	0.8908880471	0.3136076093
799	0.8908038721	0.3135273613
800	0.8909090909	0.3134320383
801	0.8910774411	0.3132731196
802	0.8910984848	0.3131868248
803	0.8911405724	0.3131110412
804	0.8911616162	0.3129904697
805	0.8912037037	0.3129144871
806	0.8912247475	0.3128630538
807	0.891266835	0.3127161143
808	0.891266835	0.3126026587
809	0.8916035354	0.3123931494
810	0.8916035354	0.3122953798
811	0.8917087542	0.3121500059
812	0.8918139731	0.3119458116
813	0.8917929293	0.3118483444
814	0.8918771044	0.3116549568
815	0.8919612795	0.3114749406
816	0.8920875421	0.3113738341
817	0.8921717172	0.3112361969
818	0.8921717172	0.3111619978
819	0.8921717172	0.3110441929
820	0.89246633	0.3107289052
821	0.8925925926	0.3105110375
822	0.8926767677	0.3104131408
823	0.8928030303	0.3103443909
824	0.8928030303	0.3103063786
825	0.8928661616	0.3102200089
826	0.8928451178	0.3101791412
827	0.8929082492	0.3100607566
828	0.8929292929	0.3099244959
829	0.8929503367	0.3098417622
830	0.8930976431	0.3096181622
831	0.8930765993	0.3094455696
832	0.8932449495	0.3091711666
833	0.8934132997	0.3087476884
834	0.893476431	0.308549511
835	0.8937710438	0.3082251344
836	0.8938131313	0.3080611387
837	0.8938131313	0.3079422538
838	0.8938973064	0.3078134182
839	0.8939183502	0.3076984511
840	0.8939814815	0.3075651923
841	0.8941498316	0.3073691161
842	0.8944654882	0.3070019822
843	0.8945286195	0.3068656488
844	0.8945707071	0.3067744885
845	0.8945496633	0.3066564706
846	0.8946759259	0.3065614587
847	0.8948232323	0.3062546349
848	0.8950968013	0.3061562146
849	0.8951388889	0.3058540215
850	0.8952020202	0.3057461738
851	0.8951388889	0.3057242761
852	0.8950968013	0.305671385
853	0.895223064	0.3055665594
854	0.8952651515	0.3053665565
855	0.8954545455	0.3051226308
856	0.8954335017	0.3049362392
857	0.8953282828	0.3048445908
858	0.8954755892	0.3046103049
859	0.8957491582	0.3044743084
860	0.895770202	0.3043512402
861	0.8959175084	0.304153553
862	0.8961069024	0.3039719001
863	0.8961700337	0.3038848618
864	0.896233165	0.3037573032
865	0.8962121212	0.3037473969
866	0.8962542088	0.3036696745
867	0.8961910774	0.3035473557
868	0.8961910774	0.3034537253
869	0.8965698653	0.3032612045
870	0.8967171717	0.3029481827
871	0.8968223906	0.3028319594
872	0.8969276094	0.3027140256
873	0.8969065657	0.3024460659
874	0.8970117845	0.3021207826
875	0.8971590909	0.3020886753
876	0.8973063973	0.3019686338
877	0.8974537037	0.3016198749
878	0.8976430976	0.3014413706
879	0.8976641414	0.3012991837
880	0.8977693603	0.3010063476
881	0.8977272727	0.3009316304
882	0.897706229	0.3008915755
883	0.8981902357	0.3004712439
